WINNER,WIN_BY,NUM_OF_ROUNDS,LAST_ROUND,LAST_ROUND_TIME,TOTAL_FIGHT_TIME,WEIGHT_CATEGORY,TITLE_BOUT,REFEREE,DATE,LOCATION,R_NAME,R_AGE,R_HEIGHT,R_WEIGHT,R_REACH,R_KD,R_SIG_STR,R_SIG_STR_ATT,R_TOTAL_STR,R_TOTAL_STR_ATT,R_TD,R_TD_ATT,R_SUB_ATT,R_REV,R_CTRL,R_SIG_HEAD,R_SIG_HEAD_ATT,R_SIG_BODY,R_SIG_BODY_ATT,R_SIG_LEG,R_SIG_LEG_ATT,R_SIG_DIST,R_SIG_DIST_ATT,R_SIG_CLINCH,R_SIG_CLINCH_ATT,R_SIG_GROUND,R_SIG_GROUND_ATT,B_NAME,B_AGE,B_HEIGHT,B_WEIGHT,B_REACH,B_KD,B_SIG_STR,B_SIG_STR_ATT,B_TOTAL_STR,B_TOTAL_STR_ATT,B_TD,B_TD_ATT,B_SUB_ATT,B_REV,B_CTRL,B_SIG_HEAD,B_SIG_HEAD_ATT,B_SIG_BODY,B_SIG_BODY_ATT,B_SIG_LEG,B_SIG_LEG_ATT,B_SIG_DIST,B_SIG_DIST_ATT,B_SIG_CLINCH,B_SIG_CLINCH_ATT,B_SIG_GROUND,B_SIG_GROUND_ATT
Nate Marquardt,KO/TKO,3,2,28,328,Middleweight,False,Herb Dean,"December 19, 2015","Orlando, Florida, USA",CB Dollaway,32.0,188.0,83.9,193.0,0,15,35,15,35,0,1,0,0,3,,,,,,,,,,,,,Nate Marquardt,36.0,182.9,83.9,188.0,1,16,27,16,27,0,0,0,0,4,,,,,,,,,,,,
Valentina Shevchenko,Decision - Split,3,3,300,900,Women's Bantamweight,False,Dan Miragliotta,"December 19, 2015","Orlando, Florida, USA",Sarah Kaufman,30.0,165.1,61.2,167.6,0,27,44,142,172,1,4,0,0,291,,,,,,,,,,,,,Valentina Shevchenko,27.0,165.1,56.7,167.6,0,32,44,66,78,4,9,0,0,373,,,,,,,,,,,,
Tamdan McCrory,Submission,3,3,250,850,Middleweight,False,Jorge Alonso,"December 19, 2015","Orlando, Florida, USA",Josh Samman,27.0,190.5,83.9,200.7,0,10,19,53,70,2,4,0,1,380,,,,,,,,,,,,,Tamdan McCrory,29.0,193.0,83.9,193.0,0,39,53,80,97,2,4,1,1,438,,,,,,,,,,,,
Nik Lentz,Decision - Split,3,3,300,900,Lightweight,False,John Hosegood,"December 19, 2015","Orlando, Florida, USA",Nik Lentz,31.0,172.7,70.3,172.7,0,59,132,72,148,3,6,2,0,94,,,,,,,,,,,,,Danny Castillo,36.0,175.3,70.3,180.3,0,57,124,60,127,2,6,0,0,214,,,,,,,,,,,,
Kamaru Usman,Decision - Unanimous,3,3,300,900,Welterweight,False,Dan Miragliotta,"December 19, 2015","Orlando, Florida, USA",Kamaru Usman,28.0,182.9,77.1,193.0,0,48,80,126,163,6,13,0,0,650,,,,,,,,,,,,,Leon Edwards,24.0,188.0,77.1,188.0,0,26,57,36,67,0,0,0,0,40,,,,,,,,,,,,
Vicente Luque,Submission,3,1,133,133,Welterweight,False,Jorge Alonso,"December 19, 2015","Orlando, Florida, USA",Hayder Hassan,33.0,177.8,77.1,,0,15,28,15,28,0,1,0,0,0,,,,,,,,,,,,,Vicente Luque,24.0,180.3,77.1,190.5,0,12,26,12,26,0,0,1,0,21,,,,,,,,,,,,
Francis Ngannou,KO/TKO,3,2,173,473,Heavyweight,False,John Hosegood,"December 19, 2015","Orlando, Florida, USA",Francis Ngannou,29.0,193.0,113.4,210.8,1,25,45,40,62,0,0,0,0,1,,,,,,,,,,,,,Luis Henrique,22.0,188.0,110.2,188.0,0,5,10,33,40,1,6,0,0,289,,,,,,,,,,,,
Conor McGregor,KO/TKO,5,1,13,13,Featherweight,True,John McCarthy,"December 12, 2015","Las Vegas, Nevada, USA",Jose Aldo,29.0,170.2,61.2,177.8,0,1,3,1,3,0,0,0,0,0,,,,,,,,,,,,,Conor McGregor,27.0,175.3,70.3,188.0,1,5,6,5,6,0,0,0,0,2,,,,,,,,,,,,
Luke Rockhold,KO/TKO,5,4,192,1092,Middleweight,True,Herb Dean,"December 12, 2015","Las Vegas, Nevada, USA",Chris Weidman,31.0,188.0,83.9,198.1,0,48,75,62,92,3,6,0,0,267,,,,,,,,,,,,,Luke Rockhold,31.0,190.5,93.0,195.6,0,126,191,161,229,2,4,1,0,332,,,,,,,,,,,,
Yoel Romero,Decision - Split,3,3,300,900,Middleweight,False,Marc Goddard,"December 12, 2015","Las Vegas, Nevada, USA",Jacare Souza,36.0,185.4,83.9,182.9,0,30,52,42,67,1,7,0,0,153,,,,,,,,,,,,,Yoel Romero,38.0,182.9,83.9,185.4,1,46,92,56,104,0,1,0,0,118,,,,,,,,,,,,
Demian Maia,Decision - Unanimous,3,3,300,900,Welterweight,False,John McCarthy,"December 12, 2015","Las Vegas, Nevada, USA",Demian Maia,38.0,185.4,77.1,182.9,0,47,58,193,229,2,8,1,1,658,,,,,,,,,,,,,Gunnar Nelson,27.0,180.3,77.1,182.9,0,2,4,7,10,1,1,0,2,134,,,,,,,,,,,,
Max Holloway,Decision - Unanimous,3,3,300,900,Featherweight,False,,"December 12, 2015","Las Vegas, Nevada, USA",Max Holloway,24.0,180.3,65.8,175.3,0,57,99,79,122,1,1,0,0,207,,,,,,,,,,,,,Jeremy Stephens,29.0,175.3,65.8,180.3,0,47,95,60,110,0,12,0,0,129,,,,,,,,,,,,
Urijah Faber,Decision - Unanimous,3,3,300,900,Bantamweight,False,Marc Goddard,"December 12, 2015","Las Vegas, Nevada, USA",Urijah Faber,36.0,167.6,61.2,170.2,0,75,111,80,116,2,13,0,0,114,,,,,,,,,,,,,Frankie Saenz,35.0,167.6,61.2,167.6,0,66,136,72,143,0,3,0,1,121,,,,,,,,,,,,
Tecia Torres,Decision - Unanimous,3,3,300,900,Women's Strawweight,False,Herb Dean,"December 12, 2015","Las Vegas, Nevada, USA",Tecia Torres,26.0,154.9,52.2,152.4,0,77,133,126,192,0,4,0,0,335,,,,,,,,,,,,,Jocelyn Jones-Lybarger,30.0,170.2,52.2,162.6,0,29,106,53,137,0,2,0,0,141,,,,,,,,,,,,
Warlley Alves,Submission,3,1,86,86,Welterweight,False,Mark Smith,"December 12, 2015","Las Vegas, Nevada, USA",Warlley Alves,24.0,180.3,77.1,182.9,0,2,4,2,4,0,0,1,0,0,,,,,,,,,,,,,Colby Covington,27.0,180.3,77.1,182.9,0,2,2,2,2,1,2,0,0,63,,,,,,,,,,,,
Leonardo Santos,KO/TKO,3,1,206,206,Lightweight,False,John McCarthy,"December 12, 2015","Las Vegas, Nevada, USA",Leonardo Santos,35.0,182.9,70.3,190.5,1,32,48,32,48,1,1,0,0,30,,,,,,,,,,,,,Kevin Lee,23.0,175.3,77.1,195.6,0,10,46,10,46,0,0,0,0,0,,,,,,,,,,,,
Magomed Mustafaev,KO/TKO,3,1,114,114,Lightweight,False,Mark Smith,"December 12, 2015","Las Vegas, Nevada, USA",Joe Proctor,30.0,177.8,70.3,182.9,0,9,13,9,13,0,0,0,0,0,,,,,,,,,,,,,Magomed Mustafaev,27.0,172.7,70.3,180.3,1,18,27,22,31,0,0,0,0,6,,,,,,,,,,,,
Yancy Medeiros,Decision - Split,3,3,300,900,Lightweight,False,Marc Goddard,"December 12, 2015","Las Vegas, Nevada, USA",John Makdessi,30.0,172.7,70.3,172.7,0,114,196,114,196,0,0,0,0,0,,,,,,,,,,,,,Yancy Medeiros,28.0,177.8,70.3,190.5,1,80,268,80,268,0,1,0,0,14,,,,,,,,,,,,
Court McGee,Decision - Unanimous,3,3,300,900,Welterweight,False,Mark Smith,"December 12, 2015","Las Vegas, Nevada, USA",Court McGee,30.0,180.3,77.1,190.5,0,58,99,133,185,2,13,0,0,425,,,,,,,,,,,,,Marcio Alexandre Junior,26.0,182.9,83.9,190.5,0,23,48,28,53,0,0,1,0,5,,,,,,,,,,,,
Frankie Edgar,KO/TKO,5,1,148,148,Featherweight,False,John McCarthy,"December 11, 2015","Las Vegas, Nevada, USA",Frankie Edgar,34.0,167.6,61.2,172.7,1,13,32,13,32,0,1,0,0,1,,,,,,,,,,,,,Chad Mendes,30.0,167.6,65.8,167.6,0,5,17,5,17,0,0,0,0,0,,,,,,,,,,,,
Tony Ferguson,Submission,3,2,174,474,Lightweight,False,John McCarthy,"December 11, 2015","Las Vegas, Nevada, USA",Edson Barboza,29.0,180.3,65.8,190.5,0,41,85,45,91,2,3,0,0,117,,,,,,,,,,,,,Tony Ferguson,31.0,180.3,70.3,193.0,0,61,116,69,127,0,2,1,0,21,,,,,,,,,,,,
Evan Dunham,Decision - Unanimous,3,3,300,900,Lightweight,False,Herb Dean,"December 11, 2015","Las Vegas, Nevada, USA",Joe Lauzon,31.0,177.8,70.3,180.3,0,42,113,44,115,0,3,0,0,15,,,,,,,,,,,,,Evan Dunham,33.0,177.8,70.3,177.8,0,127,291,147,318,1,3,0,0,110,,,,,,,,,,,,
Tatsuya Kawajiri,Decision - Unanimous,3,3,300,900,Featherweight,False,John McCarthy,"December 11, 2015","Las Vegas, Nevada, USA",Tatsuya Kawajiri,37.0,170.2,65.8,175.3,0,28,38,97,113,6,8,0,0,815,,,,,,,,,,,,,Jason Knight,23.0,177.8,65.8,180.3,0,28,42,44,61,0,0,1,0,0,,,,,,,,,,,,
Julian Erosa,Decision - Split,3,3,300,900,Lightweight,False,Jason Herzog,"December 11, 2015","Las Vegas, Nevada, USA",Julian Erosa,26.0,185.4,65.8,188.0,0,61,108,107,159,2,3,2,0,279,,,,,,,,,,,,,Marcin Wrzosek,28.0,175.3,70.3,,0,52,119,124,204,3,12,0,0,279,,,,,,,,,,,,
Gabriel Gonzaga,Decision - Unanimous,3,3,300,900,Heavyweight,False,Chris Tognoni,"December 11, 2015","Las Vegas, Nevada, USA",Gabriel Gonzaga,36.0,188.0,109.8,193.0,0,20,45,29,55,2,7,0,0,180,,,,,,,,,,,,,Konstantin Erokhin,32.0,180.3,104.3,,0,15,51,28,65,0,0,0,0,10,,,,,,,,,,,,
Ryan LaFlare,Decision - Unanimous,3,3,300,900,Welterweight,False,Jason Herzog,"December 11, 2015","Las Vegas, Nevada, USA",Ryan LaFlare,32.0,185.4,77.1,188.0,0,65,189,78,202,0,2,0,0,0,,,,,,,,,,,,,Mike Pierce,35.0,172.7,77.1,180.3,0,42,127,44,130,0,3,0,0,149,,,,,,,,,,,,
Geane Herrera,KO/TKO,3,2,268,568,Flyweight,False,Chris Tognoni,"December 11, 2015","Las Vegas, Nevada, USA",Joby Sanchez,24.0,167.6,61.2,172.7,0,55,154,55,154,0,1,0,0,0,,,,,,,,,,,,,Geane Herrera,25.0,165.1,56.7,167.6,1,40,118,42,120,1,1,0,0,8,,,,,,,,,,,,
Chris Gruetzemacher,Decision - Unanimous,3,3,300,900,Lightweight,False,Jason Herzog,"December 11, 2015","Las Vegas, Nevada, USA",Chris Gruetzemacher,29.0,172.7,70.3,172.7,0,103,182,135,217,0,0,0,0,30,,,,,,,,,,,,,Abner Lloveras,33.0,180.3,70.3,,0,94,189,99,194,2,10,0,0,171,,,,,,,,,,,,
Rose Namajunas,Submission,5,5,145,1345,Women's Strawweight,False,Herb Dean,"December 10, 2015","Las Vegas, Nevada, USA",Rose Namajunas,23.0,165.1,52.2,165.1,0,57,100,104,158,8,10,4,0,1001,,,,,,,,,,,,,Paige VanZant,21.0,162.6,52.2,165.1,0,10,50,53,97,0,2,0,0,26,,,,,,,,,,,,
Michael Chiesa,Submission,3,2,177,477,Lightweight,False,Jason Herzog,"December 10, 2015","Las Vegas, Nevada, USA",Jim Miller,32.0,172.7,70.3,180.3,0,7,15,19,31,0,0,1,1,147,,,,,,,,,,,,,Michael Chiesa,28.0,185.4,77.1,190.5,0,13,30,33,55,2,2,1,0,253,,,,,,,,,,,,
Sage Northcutt,Submission,3,2,41,341,Lightweight,False,Mark Smith,"December 10, 2015","Las Vegas, Nevada, USA",Sage Northcutt,19.0,182.9,77.1,180.3,0,8,9,19,21,2,2,1,0,116,,,,,,,,,,,,,Cody Pfister,25.0,177.8,70.3,185.4,0,5,8,40,44,2,2,0,0,196,,,,,,,,,,,,
Thiago Santos,Decision - Unanimous,3,3,300,900,Middleweight,False,Marc Goddard,"December 10, 2015","Las Vegas, Nevada, USA",Elias Theodorou,27.0,185.4,83.9,190.5,0,28,94,40,110,1,13,0,0,409,,,,,,,,,,,,,Thiago Santos,31.0,188.0,93.0,193.0,0,52,81,83,112,1,2,0,0,53,,,,,,,,,,,,
Tim Means,KO/TKO,3,2,21,321,Welterweight,False,Herb Dean,"December 10, 2015","Las Vegas, Nevada, USA",Tim Means,31.0,188.0,77.1,190.5,1,37,70,43,76,0,0,0,0,4,,,,,,,,,,,,,John Howard,32.0,170.2,77.1,182.9,0,20,54,22,56,3,3,0,0,60,,,,,,,,,,,,
Sergio Moraes,KO/TKO,3,3,138,738,Welterweight,False,Jason Herzog,"December 10, 2015","Las Vegas, Nevada, USA",Omari Akhmedov,28.0,182.9,83.9,185.4,1,35,117,38,120,1,1,0,0,51,,,,,,,,,,,,,Sergio Moraes,33.0,182.9,77.1,182.9,1,21,69,22,70,0,2,0,0,2,,,,,,,,,,,,
Aljamain Sterling,Submission,3,2,258,558,Bantamweight,False,Marc Goddard,"December 10, 2015","Las Vegas, Nevada, USA",Aljamain Sterling,26.0,170.2,61.2,180.3,0,23,61,49,90,2,2,1,0,209,,,,,,,,,,,,,Johnny Eduardo,37.0,170.2,61.2,180.3,0,4,24,7,27,0,0,0,0,1,,,,,,,,,,,,
Santiago Ponzinibbio,KO/TKO,3,1,265,265,Welterweight,False,Herb Dean,"December 10, 2015","Las Vegas, Nevada, USA",Santiago Ponzinibbio,29.0,182.9,77.1,185.4,1,48,77,49,78,0,0,0,0,13,,,,,,,,,,,,,Andreas Stahl,27.0,180.3,77.1,,0,14,34,14,35,2,2,0,0,16,,,,,,,,,,,,
Danny Roberts,Submission,3,1,166,166,Welterweight,False,Jason Herzog,"December 10, 2015","Las Vegas, Nevada, USA",Danny Roberts,28.0,185.4,77.1,188.0,0,6,19,8,21,0,0,1,0,0,,,,,,,,,,,,,Nathan Coy,37.0,177.8,77.1,175.3,0,11,27,14,30,1,1,0,0,43,,,,,,,,,,,,
Zubaira Tukhugov,Decision - Split,3,3,300,900,Featherweight,False,Mark Smith,"December 10, 2015","Las Vegas, Nevada, USA",Zubaira Tukhugov,24.0,172.7,65.8,172.7,0,21,83,23,86,1,1,0,0,38,,,,,,,,,,,,,Phillipe Nover,31.0,175.3,65.8,182.9,0,20,77,20,78,0,5,0,0,21,,,,,,,,,,,,
Kailin Curran,Submission,3,2,253,553,Women's Strawweight,False,Marc Goddard,"December 10, 2015","Las Vegas, Nevada, USA",Kailin Curran,24.0,162.6,52.2,165.1,0,21,49,32,61,1,1,2,0,74,,,,,,,,,,,,,Emily Kagan,34.0,160.0,52.2,,0,22,80,49,112,1,9,0,0,277,,,,,,,,,,,,
Benson Henderson,Decision - Split,5,5,300,1500,Welterweight,False,Herb Dean,"November 28, 2015","Seoul, South Korea",Benson Henderson,32.0,175.3,77.1,177.8,0,86,146,138,201,3,12,0,0,412,,,,,,,,,,,,,Jorge Masvidal,31.0,180.3,77.1,188.0,0,77,156,217,309,1,5,1,0,229,,,,,,,,,,,,
Dong Hyun Kim,KO/TKO,3,1,191,191,Welterweight,False,Leon Roberts,"November 28, 2015","Seoul, South Korea",Dong Hyun Kim,34.0,188.0,77.1,193.0,0,6,8,91,95,1,2,0,0,120,,,,,,,,,,,,,Dominic Waters,26.0,185.4,77.1,200.7,0,0,0,0,0,0,0,0,0,53,,,,,,,,,,,,
Alberto Mina,Decision - Split,3,3,300,900,Welterweight,False,Steve Perceval,"November 28, 2015","Seoul, South Korea",Yoshihiro Akiyama,40.0,177.8,77.1,190.5,0,78,142,92,163,0,1,0,0,83,,,,,,,,,,,,,Alberto Mina,33.0,182.9,77.1,195.6,1,69,153,84,180,2,15,0,0,37,,,,,,,,,,,,
Dooho Choi,KO/TKO,3,1,93,93,Featherweight,False,Greg Kleynjans,"November 28, 2015","Seoul, South Korea",Dooho Choi,24.0,177.8,65.8,177.8,1,18,26,18,26,0,0,0,0,7,,,,,,,,,,,,,Sam Sicilia,29.0,172.7,65.8,170.2,0,8,19,8,19,0,1,0,0,0,,,,,,,,,,,,
Dongi Yang,KO/TKO,3,2,110,410,Middleweight,False,Herb Dean,"November 28, 2015","Seoul, South Korea",Dongi Yang,30.0,177.8,83.9,185.4,0,29,42,54,76,1,6,0,0,117,,,,,,,,,,,,,Jake Collier,27.0,190.5,104.3,198.1,1,22,41,29,48,0,1,0,0,107,,,,,,,,,,,,
Mike de la Torre,Decision - Split,3,3,300,900,Featherweight,False,Leon Roberts,"November 28, 2015","Seoul, South Korea",Yui Chul Nam,34.0,175.3,65.8,,0,53,120,97,167,1,21,0,0,307,,,,,,,,,,,,,Mike de la Torre,29.0,180.3,65.8,180.3,0,47,95,107,161,0,2,0,0,237,,,,,,,,,,,,
Tae Hyun Bang,Decision - Split,3,3,300,900,Lightweight,False,Steve Perceval,"November 28, 2015","Seoul, South Korea",Tae Hyun Bang,32.0,175.3,70.3,180.3,1,54,109,68,124,1,1,2,1,25,,,,,,,,,,,,,Leo Kuntz,32.0,177.8,70.3,,0,31,91,74,137,3,12,1,0,384,,,,,,,,,,,,
Seo Hee Ham,Decision - Unanimous,3,3,300,900,Women's Strawweight,False,Herb Dean,"November 28, 2015","Seoul, South Korea",Seo Hee Ham,28.0,157.5,52.2,157.5,0,71,174,83,188,0,2,0,0,123,,,,,,,,,,,,,Cortney Casey,28.0,170.2,61.2,170.2,0,78,227,80,229,0,0,0,0,21,,,,,,,,,,,,
Fredy Serrano,KO/TKO,3,1,44,44,Flyweight,False,Greg Kleynjans,"November 28, 2015","Seoul, South Korea",Yao Zhikui,24.0,165.1,56.7,162.6,0,1,6,1,6,0,0,0,0,2,,,,,,,,,,,,,Fredy Serrano,36.0,160.0,56.7,165.1,0,3,5,7,11,1,2,0,0,4,,,,,,,,,,,,
Marco Beltran,Decision - Split,3,3,300,900,Bantamweight,False,Steve Perceval,"November 28, 2015","Seoul, South Korea",Guangyou Ning,33.0,162.6,65.8,162.6,0,23,61,67,111,0,2,0,0,229,,,,,,,,,,,,,Marco Beltran,29.0,172.7,56.7,175.3,0,30,90,44,108,1,1,0,0,2,,,,,,,,,,,,
Dominique Steele,KO/TKO,3,3,27,627,Welterweight,False,Leon Roberts,"November 28, 2015","Seoul, South Korea",Dominique Steele,27.0,177.8,77.1,188.0,1,36,61,84,114,4,4,0,0,372,,,,,,,,,,,,,Dong Hyun Ma,27.0,180.3,70.3,177.8,0,19,42,52,79,0,3,0,0,76,,,,,,,,,,,,
Neil Magny,Decision - Split,5,5,300,1500,Welterweight,False,John McCarthy,"November 21, 2015","Monterrey, Nuevo Leon, Mexico",Neil Magny,28.0,190.5,77.1,203.2,0,54,145,81,174,6,14,0,0,334,,,,,,,,,,,,,Kelvin Gastelum,24.0,175.3,83.9,180.3,2,54,134,86,167,2,3,0,1,435,,,,,,,,,,,,
Ricardo Lamas,Decision - Unanimous,3,3,300,900,Featherweight,False,Dan Miragliotta,"November 21, 2015","Monterrey, Nuevo Leon, Mexico",Ricardo Lamas,33.0,172.7,65.8,180.3,0,57,109,69,122,3,6,0,0,280,,,,,,,,,,,,,Diego Sanchez,33.0,177.8,77.1,182.9,0,30,86,36,92,1,2,0,0,85,,,,,,,,,,,,
Henry Cejudo,Decision - Split,3,3,300,900,Flyweight,False,Mario Yamasaki,"November 21, 2015","Monterrey, Nuevo Leon, Mexico",Jussier Formiga,30.0,165.1,56.7,170.2,0,25,87,39,102,0,3,0,0,0,,,,,,,,,,,,,Henry Cejudo,28.0,162.6,61.2,162.6,0,43,110,71,140,2,3,0,0,76,,,,,,,,,,,,
Leandro Silva,Decision - Unanimous,3,3,300,900,Lightweight,False,John McCarthy,"November 21, 2015","Monterrey, Nuevo Leon, Mexico",Efrain Escudero,29.0,175.3,70.3,180.3,0,24,63,56,101,2,7,0,0,304,,,,,,,,,,,,,Leandro Silva,30.0,175.3,70.3,182.9,0,35,89,47,103,0,0,0,0,203,,,,,,,,,,,,
Erik Perez,Decision - Unanimous,3,3,300,900,Bantamweight,False,Dan Miragliotta,"November 21, 2015","Monterrey, Nuevo Leon, Mexico",Erik Perez,26.0,172.7,61.2,172.7,0,31,92,109,172,1,2,0,0,0,,,,,,,,,,,,,Taylor Lapilus,23.0,167.6,61.2,185.4,1,20,78,23,82,0,1,1,0,431,,,,,,,,,,,,
Bartosz Fabinski,Decision - Unanimous,3,3,300,900,Welterweight,False,Mario Yamasaki,"November 21, 2015","Monterrey, Nuevo Leon, Mexico",Hector Urbina,28.0,180.3,77.1,185.4,0,10,25,16,31,0,0,3,0,19,,,,,,,,,,,,,Bartosz Fabinski,29.0,182.9,77.1,190.5,0,25,39,89,118,6,11,0,0,813,,,,,,,,,,,,
Alejandro Perez,KO/TKO,3,2,266,566,Bantamweight,False,Gary Copeland,"November 21, 2015","Monterrey, Nuevo Leon, Mexico",Alejandro Perez,26.0,167.6,65.8,170.2,0,39,91,42,94,0,0,0,0,15,,,,,,,,,,,,,Scott Jorgensen,33.0,165.1,61.2,167.6,0,11,37,11,37,2,6,0,0,48,,,,,,,,,,,,
Andre Fili,KO/TKO,3,1,193,193,Featherweight,False,John McCarthy,"November 21, 2015","Monterrey, Nuevo Leon, Mexico",Gabriel Benitez,27.0,172.7,70.3,180.3,0,11,26,11,26,0,0,0,0,0,,,,,,,,,,,,,Andre Fili,25.0,180.3,65.8,188.0,1,16,42,16,42,1,1,0,0,7,,,,,,,,,,,,
Alvaro Herrera Mendoza,KO/TKO,3,1,30,30,Welterweight,False,Dan Miragliotta,"November 21, 2015","Monterrey, Nuevo Leon, Mexico",Vernon Ramos Ho,23.0,167.6,77.1,,0,2,8,2,8,0,0,0,0,0,,,,,,,,,,,,,Alvaro Herrera Mendoza,25.0,182.9,70.3,188.0,1,4,9,4,9,0,0,0,0,1,,,,,,,,,,,,
Marco Polo Reyes,KO/TKO,3,1,222,222,Lightweight,False,Mario Yamasaki,"November 21, 2015","Monterrey, Nuevo Leon, Mexico",Cesar Arzamendia,24.0,180.3,70.3,,0,16,46,23,54,3,4,0,0,72,,,,,,,,,,,,,Marco Polo Reyes,31.0,180.3,70.3,180.3,1,10,31,15,36,0,0,0,0,2,,,,,,,,,,,,
Michel Prazeres,Decision - Split,3,3,300,900,Lightweight,False,Gary Copeland,"November 21, 2015","Monterrey, Nuevo Leon, Mexico",Valmir Lazaro,30.0,182.9,70.3,185.4,0,41,102,60,123,0,0,0,0,209,,,,,,,,,,,,,Michel Prazeres,34.0,167.6,77.1,170.2,0,20,53,27,60,1,14,0,0,121,,,,,,,,,,,,
Holly Holm,KO/TKO,5,2,59,359,Women's Bantamweight,True,Herb Dean,"November 14, 2015","Melbourne, Victoria, Australia",Ronda Rousey,28.0,170.2,61.2,167.6,0,17,65,21,69,0,1,0,0,4,,,,,,,,,,,,,Holly Holm,34.0,172.7,61.2,175.3,1,38,53,38,53,1,1,0,0,15,,,,,,,,,,,,
Joanna Jedrzejczyk,Decision - Unanimous,5,5,300,1500,Women's Strawweight,True,Steve Perceval,"November 14, 2015","Melbourne, Victoria, Australia",Joanna Jedrzejczyk,28.0,167.6,52.2,165.1,0,220,441,227,448,0,0,0,0,186,,,,,,,,,,,,,Valerie Letourneau,32.0,170.2,52.2,172.7,0,103,321,120,341,1,5,0,0,36,,,,,,,,,,,,
Mark Hunt,KO/TKO,3,1,221,221,Heavyweight,False,John Sharp,"November 14, 2015","Melbourne, Victoria, Australia",Mark Hunt,41.0,177.8,120.2,182.9,1,12,18,13,19,0,0,0,0,2,,,,,,,,,,,,,Antonio Silva,36.0,193.0,119.7,208.3,0,9,17,9,17,0,0,0,0,0,,,,,,,,,,,,
Robert Whittaker,Decision - Unanimous,3,3,300,900,Middleweight,False,Steve Perceval,"November 14, 2015","Melbourne, Victoria, Australia",Uriah Hall,31.0,182.9,83.9,200.7,0,45,94,58,107,0,1,0,1,50,,,,,,,,,,,,,Robert Whittaker,24.0,182.9,83.9,185.4,0,67,144,108,186,1,2,0,0,283,,,,,,,,,,,,
Jared Rosholt,Decision - Unanimous,3,3,300,900,Heavyweight,False,Herb Dean,"November 14, 2015","Melbourne, Victoria, Australia",Stefan Struve,27.0,210.8,120.2,213.4,0,33,58,34,59,1,1,0,0,19,,,,,,,,,,,,,Jared Rosholt,29.0,188.0,120.2,190.5,0,16,37,38,59,4,7,0,0,403,,,,,,,,,,,,
Jake Matthews,KO/TKO,3,2,300,600,Lightweight,False,Greg Kleynjans,"November 14, 2015","Melbourne, Victoria, Australia",Jake Matthews,21.0,180.3,77.1,185.4,0,62,98,96,136,1,3,0,0,339,,,,,,,,,,,,,Akbarh Arreola,32.0,177.8,70.3,180.3,1,21,41,33,55,0,0,0,0,119,,,,,,,,,,,,
Kyle Noke,KO/TKO,3,1,121,121,Welterweight,False,Steve Perceval,"November 14, 2015","Melbourne, Victoria, Australia",Kyle Noke,35.0,185.4,77.1,193.0,1,23,43,24,44,0,0,0,0,0,,,,,,,,,,,,,Peter Sobotta,28.0,182.9,77.1,190.5,0,2,6,2,6,0,0,0,0,14,,,,,,,,,,,,
Gian Villante,KO/TKO,3,1,176,176,Light Heavyweight,False,Greg Kleynjans,"November 14, 2015","Melbourne, Victoria, Australia",Anthony Perosh,43.0,190.5,93.0,190.5,0,6,32,7,33,0,0,0,0,0,,,,,,,,,,,,,Gian Villante,30.0,190.5,104.3,193.0,1,19,34,19,34,0,0,0,0,1,,,,,,,,,,,,
Danny Martinez,Decision - Unanimous,3,3,300,900,Flyweight,False,John Sharp,"November 14, 2015","Melbourne, Victoria, Australia",Richie Vaculik,32.0,167.6,56.7,175.3,0,63,156,82,176,3,3,0,0,44,,,,,,,,,,,,,Danny Martinez,30.0,167.6,56.7,170.2,0,54,171,90,213,9,12,0,1,468,,,,,,,,,,,,
Daniel Kelly,Decision - Unanimous,3,3,300,900,Middleweight,False,Herb Dean,"November 14, 2015","Melbourne, Victoria, Australia",Daniel Kelly,38.0,182.9,83.9,177.8,0,63,121,115,176,5,13,0,0,473,,,,,,,,,,,,,Steve Montgomery,24.0,193.0,83.9,,0,77,191,89,204,0,0,0,0,2,,,,,,,,,,,,
Richard Walsh,Decision - Unanimous,3,3,300,900,Welterweight,False,John Sharp,"November 14, 2015","Melbourne, Victoria, Australia",Richard Walsh,26.0,182.9,77.1,185.4,0,93,170,132,214,0,0,0,0,268,,,,,,,,,,,,,Steve Kennedy,32.0,180.3,77.1,,0,38,102,61,128,3,8,0,0,263,,,,,,,,,,,,
James Moontasri,KO/TKO,3,1,276,276,Welterweight,False,Steve Perceval,"November 14, 2015","Melbourne, Victoria, Australia",James Moontasri,27.0,177.8,77.1,180.3,1,11,21,13,23,0,0,0,0,3,,,,,,,,,,,,,Anton Zafir,28.0,180.3,77.1,,0,17,25,31,40,1,3,0,0,170,,,,,,,,,,,,
Ben Nguyen,Submission,3,1,155,155,Flyweight,False,Greg Kleynjans,"November 14, 2015","Melbourne, Victoria, Australia",Ben Nguyen,27.0,165.1,56.7,165.1,0,11,18,20,37,0,0,2,0,138,,,,,,,,,,,,,Ryan Benoit,26.0,165.1,56.7,172.7,0,1,6,1,6,0,1,0,0,0,,,,,,,,,,,,
