WINNER,NUM_OF_ROUNDS,LAST_ROUND,LAST_ROUND_TIME,TOTAL_FIGHT_TIME,TITLE_BOUT,DECISION_MAJORITY,DECISION_SPLIT,DECISION_UNANIMOUS,KO/TKO,SUBMISSION,BANTAMWEIGHT,CATCH WEIGHT,FEATHERWEIGHT,FLYWEIGHT,HEAVYWEIGHT,LIGHT HEAVYWEIGHT,LIGHTWEIGHT,MIDDLEWEIGHT,WELTERWEIGHT,WOMEN'S BANTAMWEIGHT,WOMEN'S FEATHERWEIGHT,WOMEN'S FLYWEIGHT,WOMEN'S STRAWWEIGHT,REFEREE,DATE,LOCATION,R_ODDS,B_ODDS,R_NAME,R_AGE,R_HEIGHT,R_WEIGHT,R_REACH,R_STYLE,R_KD,R_SIG_STR,R_SIG_STR_ATT,R_TOTAL_STR,R_TOTAL_STR_ATT,R_TD,R_TD_ATT,R_SUB_ATT,R_REV,R_CTRL,R_HEAD,R_HEAD_ATT,R_BODY,R_BODY_ATT,R_LEG,R_LEG_ATT,R_DISTANCE,R_DISTANCE_ATT,R_CLINCH,R_CLINCH_ATT,R_GROUND,R_GROUND_ATT,B_NAME,B_AGE,B_HEIGHT,B_WEIGHT,B_REACH,B_STYLE,B_KD,B_SIG_STR,B_SIG_STR_ATT,B_TOTAL_STR,B_TOTAL_STR_ATT,B_TD,B_TD_ATT,B_SUB_ATT,B_REV,B_CTRL,B_HEAD,B_HEAD_ATT,B_BODY,B_BODY_ATT,B_LEG,B_LEG_ATT,B_DISTANCE,B_DISTANCE_ATT,B_CLINCH,B_CLINCH_ATT,B_GROUND,B_GROUND_ATT
Cristiane Justino,5,2,149,449,False,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mario Yamasaki,"September 24, 2016","Brasilia, Distrito Federal, Brazil",1.1,7.5,Cristiane Justino,31.0,172.7,65.8,172.7,2,0,84,127,100,144,2,2,0,0,344,49,85,32,39,3,3,26,46,31,38,27,43,Lina Lansberg,34.0,170.2,61.2,165.1,4,0,14,23,24,35,0,1,0,0,25,2,8,11,14,1,1,1,4,13,16,0,3
Renan Barao,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,John McCarthy,"September 24, 2016","Brasilia, Distrito Federal, Brazil",1.16,5.7,Renan Barao,29.0,167.6,65.8,177.8,0,0,64,151,64,152,3,3,0,0,91,27,98,14,22,23,31,58,142,6,9,0,0,Phillipe Nover,32.0,175.3,65.8,182.9,4,0,39,141,54,157,0,0,0,0,0,25,119,10,17,4,5,32,133,6,7,1,1
Roy Nelson,3,2,250,550,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,John McCarthy,"September 24, 2016","Brasilia, Distrito Federal, Brazil",1.24,4.35,Roy Nelson,40.0,182.9,119.3,185.4,4,1,36,66,38,68,0,1,0,0,92,25,54,4,5,7,7,20,48,11,13,5,5,Antonio Silva,37.0,193.0,119.7,208.3,0,0,27,61,46,81,0,2,0,0,19,7,35,9,15,11,11,24,56,3,5,0,0
Francisco Trinaldo,3,3,145,745,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Osiris Maia,"September 24, 2016","Brasilia, Distrito Federal, Brazil",1.65,2.35,Francisco Trinaldo,38.0,175.3,70.3,177.8,0,0,32,67,42,85,1,3,0,0,262,16,48,13,16,3,3,20,51,7,11,5,5,Paul Felder,32.0,180.3,70.3,177.8,0,0,33,84,38,90,0,0,0,0,27,10,52,11,19,12,13,28,74,4,9,1,1
Eric Spicely,3,1,178,178,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,John McCarthy,"September 24, 2016","Brasilia, Distrito Federal, Brazil",1.12,6.5,Thiago Santos,32.0,188.0,93.0,193.0,0,0,2,9,4,11,0,0,0,0,65,1,8,1,1,0,0,1,8,0,0,1,1,Eric Spicely,29.0,185.4,83.9,185.4,0,0,5,8,7,10,1,2,1,0,82,5,8,0,0,0,0,1,3,2,3,2,2
Godofredo Pepey,3,1,183,183,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mario Yamasaki,"September 24, 2016","Brasilia, Distrito Federal, Brazil",1.91,1.91,Godofredo Pepey,29.0,170.2,65.8,185.4,4,0,24,39,27,43,1,2,2,0,94,22,36,2,3,0,0,14,26,10,11,0,2,Mike de la Torre,30.0,180.3,65.8,180.3,0,0,6,18,17,30,0,0,0,0,14,6,18,0,0,0,0,6,18,0,0,0,0
Michel Prazeres,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Osiris Maia,"September 24, 2016","Brasilia, Distrito Federal, Brazil",1.41,3.05,Gilbert Burns,30.0,177.8,77.1,180.3,0,0,46,122,46,122,1,4,0,0,0,24,94,13,15,9,13,40,112,5,9,1,1,Michel Prazeres,35.0,167.6,77.1,170.2,4,0,67,169,70,176,5,7,0,0,69,30,113,15,26,22,30,63,156,2,5,2,8
Rani Yahya,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Fernando Portella,"September 24, 2016","Brasilia, Distrito Federal, Brazil",1.95,1.87,Rani Yahya,32.0,167.6,61.2,170.2,1,0,10,18,19,28,7,11,1,1,423,4,11,2,2,4,5,9,17,1,1,0,0,Michinori Tanaka,25.0,165.1,61.2,170.2,4,0,20,34,121,144,1,4,0,2,354,10,22,3,3,7,9,5,17,0,0,15,17
Jussier Formiga,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Camila Albuquerque,"September 24, 2016","Brasilia, Distrito Federal, Brazil",1.48,2.75,Jussier Formiga,31.0,165.1,56.7,170.2,4,0,8,34,55,90,1,3,2,0,549,2,27,2,3,4,4,6,32,1,1,1,1,Dustin Ortiz,27.0,165.1,56.7,165.1,0,0,13,65,119,188,0,2,0,2,177,7,53,4,8,2,4,8,51,3,7,2,7
Erick Silva,3,3,237,837,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Osiris Maia,"September 24, 2016","Brasilia, Distrito Federal, Brazil",2.3,1.67,Erick Silva,32.0,182.9,77.1,188.0,4,1,55,116,62,125,0,0,2,1,190,41,98,8,12,6,6,36,79,2,3,17,34,Luan Chagas,23.0,182.9,77.1,190.5,0,2,41,101,44,106,1,4,0,0,152,27,79,8,14,6,8,30,81,2,3,9,17
Alan Patrick,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Mario Yamasaki,"September 24, 2016","Brasilia, Distrito Federal, Brazil",2.45,1.61,Alan Patrick,33.0,180.3,70.3,188.0,4,0,7,12,60,75,5,8,1,0,732,7,11,0,1,0,0,3,6,0,0,4,6,Stevie Ray,26.0,177.8,70.3,177.8,0,0,2,9,56,65,0,0,1,0,92,2,9,0,0,0,0,0,7,0,0,2,2
Vicente Luque,3,1,60,60,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Fernando Portella,"September 24, 2016","Brasilia, Distrito Federal, Brazil",1.17,5.4,Vicente Luque,24.0,180.3,77.1,190.5,5,1,11,22,11,22,0,0,0,0,1,11,22,0,0,0,0,8,18,3,4,0,0,Hector Urbina,29.0,180.3,77.1,185.4,1,0,5,17,5,17,0,1,0,0,16,4,15,0,1,1,1,5,17,0,0,0,0
Gregor Gillespie,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Camila Albuquerque,"September 24, 2016","Brasilia, Distrito Federal, Brazil",1.71,2.2,Glaico Franca Moreira,25.0,182.9,70.3,195.6,4,0,43,102,71,133,0,0,0,0,3,42,98,1,4,0,0,15,68,27,33,1,1,Gregor Gillespie,29.0,170.2,70.3,180.3,0,0,41,90,109,172,5,19,0,0,660,35,83,0,1,6,6,23,63,3,5,15,22
Michael Johnson,5,1,95,95,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Dan Miragliotta,"September 17, 2016","Hidalgo, Texas, USA",1.61,2.45,Dustin Poirier,27.0,175.3,70.3,182.9,5,0,6,12,6,12,0,0,0,0,0,4,9,0,0,2,3,6,12,0,0,0,0,Michael Johnson,30.0,177.8,70.3,185.4,0,1,14,37,14,37,0,0,0,0,3,10,26,1,6,3,5,10,32,0,0,4,5
Derek Brunson,3,1,101,101,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Herb Dean,"September 17, 2016","Hidalgo, Texas, USA",2.6,1.54,Uriah Hall,32.0,182.9,83.9,200.7,0,0,1,3,4,6,0,0,0,0,0,0,2,1,1,0,0,1,3,0,0,0,0,Derek Brunson,32.0,185.4,83.9,195.6,0,1,4,7,15,18,0,3,0,0,62,3,6,1,1,0,0,1,1,3,3,0,3
Evan Dunham,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Jacob Montalvo,"September 17, 2016","Hidalgo, Texas, USA",1.29,3.8,Evan Dunham,34.0,177.8,70.3,177.8,5,0,144,279,185,330,3,9,2,0,423,132,262,12,17,0,0,116,242,14,16,14,21,Rick Glenn,27.0,182.9,65.8,177.8,0,0,58,156,63,161,0,3,0,0,0,43,130,10,21,5,5,48,140,6,9,4,7
Roan Carneiro,3,3,300,900,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Kerry Hatley,"September 17, 2016","Hidalgo, Texas, USA",2.0,1.83,Roan Carneiro,38.0,180.3,77.1,193.0,4,0,33,70,43,80,2,6,0,1,157,24,59,7,9,2,2,28,65,5,5,0,0,Kenny Robertson,32.0,177.8,77.1,188.0,0,0,28,134,45,153,0,0,0,2,192,11,110,6,9,11,15,21,125,4,4,3,5
Islam Makhachev,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Dan Miragliotta,"September 17, 2016","Hidalgo, Texas, USA",2.15,1.74,Chris Wade,28.0,177.8,70.3,177.8,4,0,5,17,42,61,0,0,2,4,244,2,9,0,5,3,3,3,13,0,0,2,4,Islam Makhachev,24.0,177.8,70.3,177.8,4,0,12,19,51,83,4,4,2,2,536,5,12,7,7,0,0,7,14,0,0,5,5
Chas Skelly,3,1,19,19,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Herb Dean,"September 17, 2016","Hidalgo, Texas, USA",1.67,2.3,Chas Skelly,31.0,180.3,65.8,182.9,1,0,1,1,1,1,0,0,1,0,11,0,0,1,1,0,0,1,1,0,0,0,0,Maximo Blanco,32.0,172.7,65.8,180.3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Gabriel Benitez,3,2,80,380,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dan Miragliotta,"September 17, 2016","Hidalgo, Texas, USA",2.0,1.83,Gabriel Benitez,28.0,172.7,70.3,180.3,0,1,39,101,39,101,0,0,1,0,17,21,75,4,9,14,17,31,91,2,3,6,7,Sam Sicilia,30.0,172.7,65.8,170.2,4,0,19,70,19,70,0,1,0,0,0,12,61,4,6,3,3,18,65,1,5,0,0
Belal Muhammad,3,3,259,859,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Herb Dean,"September 17, 2016","Hidalgo, Texas, USA",4.75,1.21,Augusto Montano,31.0,185.4,77.1,185.4,0,0,67,149,72,154,0,0,0,0,0,12,77,7,16,48,56,67,149,0,0,0,0,Belal Muhammad,28.0,180.3,77.1,182.9,5,0,66,149,118,210,3,4,0,0,207,55,133,4,8,7,8,53,134,0,1,13,14
Jose Quinonez,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kerry Hatley,"September 17, 2016","Hidalgo, Texas, USA",2.25,1.69,Jose Quinonez,26.0,172.7,61.2,175.3,0,2,56,131,76,159,5,7,0,0,277,39,98,15,31,2,2,43,105,5,10,8,16,Joey Gomez,27.0,177.8,70.3,180.3,0,1,44,136,66,159,0,0,0,0,16,26,106,7,17,11,13,38,121,6,12,0,3
Randy Brown,3,3,18,618,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Jacob Montalvo,"September 17, 2016","Hidalgo, Texas, USA",5.25,1.18,Erick Montano,30.0,182.9,77.1,185.4,4,0,21,41,60,87,2,8,0,0,314,11,25,1,5,9,11,9,26,8,9,4,6,Randy Brown,26.0,190.5,77.1,198.1,0,0,12,30,18,36,1,3,1,0,142,8,24,3,5,1,1,7,23,4,6,1,1
Stipe Miocic,5,1,267,267,True,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marc Goddard,"September 10, 2016","Cleveland, Ohio, USA",1.69,2.25,Stipe Miocic,34.0,193.0,108.9,203.2,5,0,34,60,34,60,1,1,0,0,21,31,55,3,5,0,0,16,36,6,9,12,15,Alistair Overeem,36.0,193.0,120.2,203.2,0,1,9,17,9,17,0,0,1,0,6,5,10,3,6,1,1,7,14,2,3,0,0
Fabricio Werdum,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gary Copeland,"September 10, 2016","Cleveland, Ohio, USA",1.38,3.25,Fabricio Werdum,39.0,193.0,104.8,195.6,0,1,84,142,107,166,0,3,1,0,90,41,91,24,32,19,19,66,123,10,10,8,9,Travis Browne,34.0,198.1,115.7,200.7,0,0,37,143,38,144,0,0,0,0,13,27,123,4,11,6,9,35,140,2,2,0,1
Mickey Gall,3,1,134,134,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Keith Peterson,"September 10, 2016","Cleveland, Ohio, USA",4.45,1.23,CM Punk,37.0,185.4,77.1,185.4,4,0,0,1,6,8,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Mickey Gall,24.0,188.0,77.1,188.0,1,0,20,32,26,39,1,1,2,0,131,20,32,0,0,0,0,0,0,0,0,20,32
Jimmie Rivera,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Gary Copeland,"September 10, 2016","Cleveland, Ohio, USA",2.5,1.59,Urijah Faber,37.0,167.6,61.2,170.2,4,0,22,112,23,113,0,4,0,0,0,11,94,5,9,6,9,19,109,3,3,0,0,Jimmie Rivera,27.0,162.6,65.8,172.7,0,0,54,160,55,162,0,0,0,0,0,21,113,9,20,24,27,50,154,4,6,0,0
Jessica Andrade,3,1,278,278,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Jerry Poe,"September 10, 2016","Cleveland, Ohio, USA",1.77,2.1,Jessica Andrade,24.0,154.9,52.2,157.5,5,0,20,28,44,58,2,3,1,0,209,10,18,10,10,0,0,2,3,6,6,12,19,Joanne Calderwood,30.0,167.6,56.7,165.1,5,0,13,26,23,36,0,0,0,0,12,3,16,4,4,6,6,8,19,4,5,1,2
Bethe Correia,3,3,300,900,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Marc Goddard,"September 10, 2016","Cleveland, Ohio, USA",1.8,2.05,Jessica Eye,30.0,167.6,56.7,167.6,0,0,52,199,63,210,0,0,0,0,3,29,164,8,16,15,19,47,191,5,8,0,0,Bethe Correia,33.0,165.1,61.2,162.6,5,0,49,150,69,170,0,3,0,0,60,32,119,4,9,13,22,44,144,5,6,0,0
Brad Tavares,3,3,300,900,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Keith Peterson,"September 10, 2016","Cleveland, Ohio, USA",1.45,2.8,Brad Tavares,28.0,185.4,83.9,188.0,0,0,46,100,58,112,0,0,0,0,119,21,65,9,16,16,19,30,79,15,20,1,1,Caio Magalhaes,28.0,185.4,83.9,185.4,1,0,26,81,39,95,1,7,1,0,167,12,52,10,20,4,9,20,72,6,9,0,0
Drew Dober,3,1,105,105,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Jerry Poe,"September 10, 2016","Cleveland, Ohio, USA",1.67,2.3,Drew Dober,27.0,172.7,70.3,177.8,5,1,20,41,23,45,0,1,0,0,11,14,34,2,3,4,4,15,29,4,10,1,2,Jason Gonzalez,26.0,188.0,70.3,188.0,0,0,10,30,10,30,0,0,0,0,0,6,25,1,1,3,4,9,29,1,1,0,0
Yancy Medeiros,3,2,49,349,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Marc Goddard,"September 10, 2016","Cleveland, Ohio, USA",1.77,2.1,Yancy Medeiros,29.0,177.8,70.3,190.5,0,2,17,57,17,57,0,0,1,0,17,10,46,3,7,4,4,17,54,0,2,0,1,Sean Spencer,29.0,177.8,77.1,188.0,0,0,17,89,18,90,0,0,0,0,0,6,65,5,13,6,11,16,88,1,1,0,0
Josh Barnett,5,3,173,773,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leon Roberts,"September 03, 2016","Hamburg, Hamburg, Germany",2.1,1.77,Andrei Arlovski,37.0,190.5,108.9,195.6,0,0,38,62,51,77,1,2,0,0,142,22,46,11,11,5,5,19,39,16,20,3,3,Josh Barnett,38.0,190.5,113.4,198.1,0,0,53,82,112,150,1,2,1,1,392,40,66,12,15,1,1,13,30,15,21,25,31
Alexander Gustafsson,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Marc Goddard,"September 03, 2016","Hamburg, Hamburg, Germany",1.14,6.0,Alexander Gustafsson,29.0,195.6,93.0,200.7,0,0,50,100,139,201,4,5,0,0,643,43,92,3,3,4,5,15,57,2,2,33,41,Jan Blachowicz,33.0,188.0,93.0,198.1,0,0,28,90,55,125,0,1,0,0,0,18,73,8,15,2,2,24,81,3,6,1,3
Ryan Bader,3,2,126,426,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Neil Hall,"September 03, 2016","Hamburg, Hamburg, Germany",1.59,2.5,Ryan Bader,33.0,188.0,93.0,188.0,0,1,13,34,15,36,0,1,0,0,2,12,31,1,3,0,0,13,34,0,0,0,0,Ilir Latifi,33.0,177.8,93.0,185.4,4,1,9,30,11,32,0,5,0,0,26,6,23,3,6,0,1,6,23,2,5,1,2
Nick Hein,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Lukasz Bosacki,"September 03, 2016","Hamburg, Hamburg, Germany",1.3,3.75,Nick Hein,32.0,167.6,70.3,167.6,4,0,20,76,48,106,2,5,0,0,8,12,55,8,19,0,2,18,72,2,4,0,0,Tae Hyun Bang,33.0,175.3,70.3,180.3,4,0,40,117,44,121,0,2,0,0,139,34,105,5,11,1,1,36,112,4,5,0,0
Peter Sobotta,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Leon Roberts,"September 03, 2016","Hamburg, Hamburg, Germany",2.7,1.5,Peter Sobotta,29.0,182.9,77.1,190.5,4,1,38,76,83,127,3,5,1,0,622,28,65,5,6,5,5,21,44,0,0,17,32,Nicolas Dalby,31.0,180.3,77.1,188.0,0,0,14,52,48,87,0,1,0,0,28,7,40,4,7,3,5,9,45,3,5,2,2
Ashlee Evans-Smith,3,3,166,766,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Neil Hall,"September 03, 2016","Hamburg, Hamburg, Germany",1.42,3.0,Ashlee Evans-Smith,29.0,172.7,61.2,170.2,5,0,73,115,114,162,2,5,0,0,361,41,78,27,31,5,6,11,38,29,35,33,42,Veronica Macedo,20.0,162.6,56.7,162.6,0,0,23,41,34,54,0,0,0,0,109,13,27,7,9,3,5,12,28,11,13,0,0
Taylor Lapilus,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Lukasz Bosacki,"September 03, 2016","Hamburg, Hamburg, Germany",1.62,2.4,Taylor Lapilus,24.0,167.6,61.2,185.4,0,0,63,146,84,168,0,0,0,0,58,49,130,12,14,2,2,38,115,21,26,4,5,Leandro Issa,32.0,170.2,61.2,175.3,4,0,19,61,23,68,3,14,0,0,391,6,38,6,13,7,10,16,58,3,3,0,0
Jack Hermansson,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Leon Roberts,"September 03, 2016","Hamburg, Hamburg, Germany",1.95,1.87,Scott Askham,28.0,190.5,83.9,190.5,0,0,37,106,49,120,0,3,2,0,105,8,62,21,33,8,11,23,83,13,22,1,1,Jack Hermansson,28.0,185.4,83.9,195.6,5,0,88,156,121,190,1,6,0,0,196,39,98,21,22,28,36,57,114,30,40,1,2
Rustam Khabilov,3,3,300,900,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Neil Hall,"September 03, 2016","Hamburg, Hamburg, Germany",1.22,4.6,Rustam Khabilov,29.0,172.7,70.3,185.4,4,0,24,82,49,111,2,10,0,0,232,12,62,1,5,11,15,18,71,0,3,6,8,Leandro Silva,30.0,175.3,70.3,182.9,4,0,29,83,40,95,0,2,0,0,13,13,57,11,20,5,6,26,78,3,4,0,1
Demian Maia,5,1,112,112,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,John McCarthy,"August 27, 2016","Vancouver, British Columbia, Canada",2.15,1.74,Demian Maia,38.0,185.4,77.1,182.9,4,0,1,1,5,5,1,1,1,0,79,1,1,0,0,0,0,0,0,0,0,1,1,Carlos Condit,32.0,188.0,77.1,190.5,0,0,1,6,1,6,0,0,0,0,0,1,5,0,1,0,0,1,5,0,0,0,1
Anthony Pettis,3,3,109,709,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Yves Lavigne,"August 27, 2016","Vancouver, British Columbia, Canada",1.61,2.45,Anthony Pettis,29.0,177.8,70.3,182.9,0,0,53,87,77,114,0,0,1,5,191,41,67,12,20,0,0,35,53,0,1,18,33,Charles Oliveira,26.0,177.8,70.3,188.0,1,0,41,86,60,105,4,11,0,0,297,23,57,17,28,1,1,27,63,8,12,6,11
Paige VanZant,3,2,17,317,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Dan Miragliotta,"August 27, 2016","Vancouver, British Columbia, Canada",1.48,2.75,Paige VanZant,22.0,162.6,52.2,165.1,0,1,25,63,27,65,0,0,0,0,15,14,38,4,12,7,13,15,45,3,7,7,11,Bec Rawlings,27.0,167.6,56.7,162.6,5,0,21,51,30,60,0,0,0,0,0,15,41,6,10,0,0,9,34,12,17,0,0
Jim Miller,3,3,300,900,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,John McCarthy,"August 27, 2016","Vancouver, British Columbia, Canada",1.71,2.2,Joe Lauzon,32.0,177.8,70.3,180.3,1,0,54,136,92,177,3,4,1,0,372,46,123,7,10,1,3,35,111,7,10,12,15,Jim Miller,32.0,172.7,70.3,180.3,1,0,80,166,97,185,0,3,0,0,8,52,130,25,33,3,3,60,131,16,31,4,4
Sam Alvey,3,2,296,596,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Yves Lavigne,"August 27, 2016","Vancouver, British Columbia, Canada",1.37,3.3,Sam Alvey,30.0,188.0,93.0,190.5,0,2,59,114,70,125,0,0,0,0,31,36,88,13,15,10,11,29,72,17,19,13,23,Kevin Casey,35.0,180.3,83.9,195.6,4,0,25,51,31,58,0,2,0,0,156,11,35,7,9,7,7,21,47,4,4,0,0
Kyle Bochniak,3,3,300,900,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Dan Miragliotta,"August 27, 2016","Vancouver, British Columbia, Canada",2.15,1.74,Enrique Barzola,27.0,170.2,65.8,177.8,0,0,55,165,56,168,1,9,0,0,18,31,136,17,22,7,7,47,155,8,10,0,0,Kyle Bochniak,29.0,170.2,65.8,177.8,4,0,41,141,41,142,1,3,0,0,27,15,107,6,11,20,23,38,136,3,5,0,0
Alessio Di Chirico,3,3,300,900,False,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Kevin Dornan,"August 27, 2016","Vancouver, British Columbia, Canada",3.7,1.3,Garreth McLellan,33.0,185.4,83.9,182.9,0,0,57,139,88,179,2,8,0,0,223,27,89,23,40,7,10,36,112,21,27,0,0,Alessio Di Chirico,26.0,182.9,83.9,188.0,0,1,61,136,114,198,2,6,0,0,186,51,122,7,11,3,3,36,90,16,29,9,17
